index,bonus_type,title,year,era,art_type,qid,sitelinks,item_url,image_url,button_path
145,BONUS_ART_145,Ecce Homo,1930,MODERN,PAINTING,Q2302517,25,http://www.wikidata.org/entity/Q2302517,http://commons.wikimedia.org/wiki/Special:FilePath/Elias%20Garcia%20Martinez%20-%20Ecce%20Homo.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_145.tga
146,BONUS_ART_146,Guernica,1937,MODERN,PAINTING,Q175036,70,http://www.wikidata.org/entity/Q175036,http://commons.wikimedia.org/wiki/Special:FilePath/Mural%20del%20%22Guernica%22%20de%20Picasso.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_146.tga
147,BONUS_ART_147,Worker and Kolkhoz Woman,1937,MODERN,SCULPTURE,Q627114,39,http://www.wikidata.org/entity/Q627114,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9%20%D0%B8%20%D0%BA%D0%BE%D0%BB%D1%85%D0%BE%D0%B7%D0%BD%D0%B8%D1%86%D0%B0%20%D0%9F%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C%D0%BE%D0%BD%20%D0%A1%D0%A1%D0%A1%D0%A0%20%D0%9F%D0%B0%D1%80%D0%B8%D0%B6%201937%20%28%D0%9A%D0%BE%D0%BB%D0%BE%D1%80%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F%29%20%28cropped%29.png,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_147.tga
148,BONUS_ART_148,Kröller-Müller Museum,1938,MODERN,SCULPTURE,Q1051928,32,http://www.wikidata.org/entity/Q1051928,http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%20Kr%C3%B6ller-M%C3%BCller%20Museum.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_148.tga
149,BONUS_ART_149,Nighthawks,1942,MODERN,PAINTING,Q83872,38,http://www.wikidata.org/entity/Q83872,http://commons.wikimedia.org/wiki/Special:FilePath/Nighthawks%20by%20Edward%20Hopper%201942.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_149.tga
150,BONUS_ART_150,Bronze Soldier of Tallinn,1947,MODERN,SCULPTURE,Q928267,28,http://www.wikidata.org/entity/Q928267,http://commons.wikimedia.org/wiki/Special:FilePath/Bronze%20Soldier%20of%20Tallinn%2C%202007.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_150.tga
151,BONUS_ART_151,Crazy Horse Memorial,1948,MODERN,SCULPTURE,Q1139250,30,http://www.wikidata.org/entity/Q1139250,http://commons.wikimedia.org/wiki/Special:FilePath/Crazy%20Horse%20Memorial%20from%20Visitors%20Center.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_151.tga
152,BONUS_ART_152,Soviet War Memorial,1949,MODERN,SCULPTURE,Q48441,32,http://www.wikidata.org/entity/Q48441,http://commons.wikimedia.org/wiki/Special:FilePath/TreptowEhrenmal10.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_152.tga
153,BONUS_ART_153,Netherlands Antillean guilder,1952,MODERN,SCULPTURE,Q522701,38,http://www.wikidata.org/entity/Q522701,http://commons.wikimedia.org/wiki/Special:FilePath/1fl.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_153.tga
154,BONUS_ART_154,Madurodam,1952,MODERN,SCULPTURE,Q747322,35,http://www.wikidata.org/entity/Q747322,http://commons.wikimedia.org/wiki/Special:FilePath/Madurodam%20pays%20bas.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_154.tga
155,BONUS_ART_155,Marine Corps War Memorial,1954,MODERN,SCULPTURE,Q1403946,25,http://www.wikidata.org/entity/Q1403946,http://commons.wikimedia.org/wiki/Special:FilePath/Marine%20Corp%20Memorial%20Iwo%20Jima.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_155.tga
156,BONUS_ART_156,Kartlis Deda,1958,MODERN,SCULPTURE,Q1147179,31,http://www.wikidata.org/entity/Q1147179,http://commons.wikimedia.org/wiki/Special:FilePath/Kartlis%20Deda%20-%20Mother%20of%20a%20Kartli%20or%20Mother%20of%20a%20Georgian%20-%20Photo%20by%20Mostafa%20Meraji%2003.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_156.tga
157,BONUS_ART_157,Louisiana Museum of Modern Art,1958,MODERN,SCULPTURE,Q1410617,29,http://www.wikidata.org/entity/Q1410617,http://commons.wikimedia.org/wiki/Special:FilePath/Louisiana%20Museum%20of%20Modern%20Art%20Hovedindgang.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_157.tga
158,BONUS_ART_158,The Motherland Calls,1959,MODERN,SCULPTURE,Q1601986,54,http://www.wikidata.org/entity/Q1601986,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%92%D0%BE%D0%BB%D0%B3%D0%BE%D0%B3%D1%80%D0%B0%D0%B4.%20%D0%9C%D0%B0%D0%BC%D0%B5%D0%B2%20%D0%BA%D1%83%D1%80%D0%B3%D0%B0%D0%BD.%20%D0%A0%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0-%D0%BC%D0%B0%D1%82%D1%8C%20%D0%B7%D0%BE%D0%B2%D0%B5%D1%82.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_158.tga
159,BONUS_ART_159,Ica stones,1960,MODERN,SCULPTURE,Q910365,27,http://www.wikidata.org/entity/Q910365,http://commons.wikimedia.org/wiki/Special:FilePath/Ica%20stones11.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_159.tga
160,BONUS_ART_160,Campbell's Soup Cans,1962,MODERN,PAINTING,Q2697937,25,http://www.wikidata.org/entity/Q2697937,http://commons.wikimedia.org/wiki/Special:FilePath/Campbell%27s%20Soup%20Cans%20by%20Andy%20Warhol.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_160.tga
161,BONUS_ART_161,Unisphere,1964,MODERN,SCULPTURE,Q717956,29,http://www.wikidata.org/entity/Q717956,http://commons.wikimedia.org/wiki/Special:FilePath/Unisphere%20in%20summer.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_161.tga
162,BONUS_ART_162,We Are Our Mountains,1967,MODERN,SCULPTURE,Q608761,39,http://www.wikidata.org/entity/Q608761,http://commons.wikimedia.org/wiki/Special:FilePath/We%20Are%20Our%20Mountains%20-%202017%20-%200.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_162.tga
163,BONUS_ART_163,Norra skenet,1969,MODERN,SCULPTURE,Q10602562,27,http://www.wikidata.org/entity/Q10602562,http://commons.wikimedia.org/wiki/Special:FilePath/Tirake%20Metal%20Che%20Zaad.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_163.tga
164,BONUS_ART_164,"Grön eld, Umeå",1970,MODERN,SCULPTURE,Q10509958,26,http://www.wikidata.org/entity/Q10509958,http://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%B6n%20eld-2007-08-31.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_164.tga
165,BONUS_ART_165,Fallen Astronaut,1971,CONTEMPORARY,SCULPTURE,Q1161218,33,http://www.wikidata.org/entity/Q1161218,http://commons.wikimedia.org/wiki/Special:FilePath/Fallen%20Astronaut.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_165.tga
166,BONUS_ART_166,Mother Albania,1971,CONTEMPORARY,SCULPTURE,Q1639016,27,http://www.wikidata.org/entity/Q1639016,http://commons.wikimedia.org/wiki/Special:FilePath/Tirana%20%E2%80%93%20Mother%20Albania%202.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_166.tga
167,BONUS_ART_167,The Sphere,1971,CONTEMPORARY,SCULPTURE,Q2164298,26,http://www.wikidata.org/entity/Q2164298,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Sphere%20in%20Liberty%20Park%202%20vc.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_167.tga
168,BONUS_ART_168,Pioneer plaque,1972,CONTEMPORARY,PAINTING,Q412,42,http://www.wikidata.org/entity/Q412,http://commons.wikimedia.org/wiki/Special:FilePath/GPN-2000-001621-x.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_168.tga
169,BONUS_ART_169,Merlion,1972,CONTEMPORARY,SCULPTURE,Q208760,34,http://www.wikidata.org/entity/Q208760,http://commons.wikimedia.org/wiki/Special:FilePath/Singapore%20Merlion%20BCT.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_169.tga
170,BONUS_ART_170,Hirshhorn Museum and Sculpture Garden,1974,CONTEMPORARY,SCULPTURE,Q1620553,23,http://www.wikidata.org/entity/Q1620553,http://commons.wikimedia.org/wiki/Special:FilePath/Hirshhorn%20Museum%20DC%202007.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_170.tga
171,BONUS_ART_171,The Dinner Party,1979,CONTEMPORARY,SCULPTURE,Q2915473,23,http://www.wikidata.org/entity/Q2915473,http://commons.wikimedia.org/wiki/Special:FilePath/Judy%20Chicago%20The%20Dinner%20Party.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_171.tga
172,BONUS_ART_172,King Fahd's Fountain,1980,CONTEMPORARY,SCULPTURE,Q240426,23,http://www.wikidata.org/entity/Q240426,http://commons.wikimedia.org/wiki/Special:FilePath/King%20Fahd%E2%80%99s%20Fountain.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_172.tga
173,BONUS_ART_173,Juche Tower,1982,CONTEMPORARY,SCULPTURE,Q321697,48,http://www.wikidata.org/entity/Q321697,http://commons.wikimedia.org/wiki/Special:FilePath/Juche-Tower-2014.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_173.tga
174,BONUS_ART_174,Dona i Ocell,1983,CONTEMPORARY,SCULPTURE,Q593202,21,http://www.wikidata.org/entity/Q593202,http://commons.wikimedia.org/wiki/Special:FilePath/Dona%20i%20Ocell.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_174.tga
175,BONUS_ART_175,Jeanneke Pis,1985,CONTEMPORARY,SCULPTURE,Q152360,34,http://www.wikidata.org/entity/Q152360,http://commons.wikimedia.org/wiki/Special:FilePath/Bruksela%2C%20Jeanneke%20Pis%20-%20Siusiaj%C4%85ca%20dziewczynka.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_175.tga
