index,bonus_type,title,year,era,art_type,qid,sitelinks,item_url,image_url,button_path
66,BONUS_ART_066,Netherlandish Proverbs,1559,RENAISSANCE,PAINTING,Q533619,37,http://www.wikidata.org/entity/Q533619,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20%28der%20%C3%84ltere%29%20%28ca.%201525%20-%201569%29%20-%20Die%20niederl%C3%A4ndischen%20Sprichw%C3%B6rter%20-%201720%20-%20Gem%C3%A4ldegalerie.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_066.tga
67,BONUS_ART_067,The Triumph of Death,1560,RENAISSANCE,PAINTING,Q644856,31,http://www.wikidata.org/entity/Q644856,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Triumph%20of%20Death%20by%20Pieter%20Bruegel%20the%20Elder.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_067.tga
68,BONUS_ART_068,The Hunters in the Snow,1565,RENAISSANCE,PAINTING,Q500985,38,http://www.wikidata.org/entity/Q500985,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Hunters%20in%20the%20Snow%20%28Winter%29%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_068.tga
69,BONUS_ART_069,The Last Judgment,1600,RENAISSANCE,PAINTING,Q567861,49,http://www.wikidata.org/entity/Q567861,http://commons.wikimedia.org/wiki/Special:FilePath/Last%20Judgement%20%28Michelangelo%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_069.tga
70,BONUS_ART_070,The Calling of Saint Matthew,1609,RENAISSANCE,PAINTING,Q969377,32,http://www.wikidata.org/entity/Q969377,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%E2%80%94%20The%20Calling%20of%20Saint%20Matthew.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_070.tga
71,BONUS_ART_071,Manneken Pis,1619,RENAISSANCE,SCULPTURE,Q152072,65,http://www.wikidata.org/entity/Q152072,http://commons.wikimedia.org/wiki/Special:FilePath/Bruxelles%20Manneken%20Pis.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_071.tga
72,BONUS_ART_072,Fontana della Barcaccia,1629,RENAISSANCE,SCULPTURE,Q1114231,32,http://www.wikidata.org/entity/Q1114231,http://commons.wikimedia.org/wiki/Special:FilePath/Barcaccia%20e%20scalinata.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_072.tga
73,BONUS_ART_073,The Anatomy Lesson of Dr. Nicolaes Tulp,1632,RENAISSANCE,PAINTING,Q661378,45,http://www.wikidata.org/entity/Q661378,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20The%20Anatomy%20Lesson%20of%20Dr%20Nicolaes%20Tulp.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_073.tga
74,BONUS_ART_074,The Storm on the Sea of Galilee,1633,RENAISSANCE,PAINTING,Q2246489,32,http://www.wikidata.org/entity/Q2246489,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Christ%20in%20the%20Storm%20on%20the%20Lake%20of%20Galilee.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_074.tga
75,BONUS_ART_075,The Surrender of Breda,1634,RENAISSANCE,PAINTING,Q1133420,37,http://www.wikidata.org/entity/Q1133420,http://commons.wikimedia.org/wiki/Special:FilePath/Velazquez-The%20Surrender%20of%20Breda.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_075.tga
76,BONUS_ART_076,Four Rivers Fountain,1640,RENAISSANCE,SCULPTURE,Q655470,36,http://www.wikidata.org/entity/Q655470,http://commons.wikimedia.org/wiki/Special:FilePath/PiazzaNavonaPanoramicaVerticale.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_076.tga
77,BONUS_ART_077,The Night Watch,1642,RENAISSANCE,PAINTING,Q219831,58,http://www.wikidata.org/entity/Q219831,http://commons.wikimedia.org/wiki/Special:FilePath/La%20ronda%20de%20noche%2C%20por%20Rembrandt%20van%20Rijn.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_077.tga
78,BONUS_ART_078,Ecstasy of Saint Teresa,1647,RENAISSANCE,SCULPTURE,Q1333433,41,http://www.wikidata.org/entity/Q1333433,http://commons.wikimedia.org/wiki/Special:FilePath/Ecstasy%20of%20Saint%20Teresa%20September%202015-2a.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_078.tga
79,BONUS_ART_079,Las Meninas,1656,RENAISSANCE,PAINTING,Q208758,56,http://www.wikidata.org/entity/Q208758,http://commons.wikimedia.org/wiki/Special:FilePath/Las%20Meninas%2C%20by%20Diego%20Vel%C3%A1zquez%2C%20from%20Prado%20in%20Google%20Earth.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_079.tga
80,BONUS_ART_080,The Milkmaid,1660,RENAISSANCE,PAINTING,Q167605,44,http://www.wikidata.org/entity/Q167605,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20Het%20melkmeisje%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_080.tga
81,BONUS_ART_081,View of Delft,1661,RENAISSANCE,PAINTING,Q523974,40,http://www.wikidata.org/entity/Q523974,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20View%20of%20Delft%20-%2092%20-%20Mauritshuis.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_081.tga
82,BONUS_ART_082,The Astronomer,1664,RENAISSANCE,PAINTING,Q544315,33,http://www.wikidata.org/entity/Q544315,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20The%20Astronomer%20-%201668.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_082.tga
83,BONUS_ART_083,Girl with a Pearl Earring,1665,RENAISSANCE,PAINTING,Q185372,70,http://www.wikidata.org/entity/Q185372,http://commons.wikimedia.org/wiki/Special:FilePath/1665%20Girl%20with%20a%20Pearl%20Earring.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_083.tga
84,BONUS_ART_084,The Jewish Bride,1667,RENAISSANCE,PAINTING,Q766782,32,http://www.wikidata.org/entity/Q766782,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20-%20Portret%20van%20een%20paar%20als%20oudtestamentische%20figuren%2C%20genaamd%20%27Het%20Joodse%20bruidje%27%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_084.tga
85,BONUS_ART_085,Holy Trinity Column in Olomouc,1715,INDUSTRIAL,SCULPTURE,Q742362,40,http://www.wikidata.org/entity/Q742362,http://commons.wikimedia.org/wiki/Special:FilePath/Holy%20Trinity%20Column.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_085.tga
86,BONUS_ART_086,Trevi Fountain,1732,INDUSTRIAL,SCULPTURE,Q185382,68,http://www.wikidata.org/entity/Q185382,http://commons.wikimedia.org/wiki/Special:FilePath/Trevi%20Fountain%2C%20Rome%2C%20Italy%202%20-%20May%202007.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_086.tga
87,BONUS_ART_087,The Swing,1767,INDUSTRIAL,PAINTING,Q2629559,33,http://www.wikidata.org/entity/Q2629559,http://commons.wikimedia.org/wiki/Special:FilePath/Fragonard%2C%20The%20Swing.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_087.tga
88,BONUS_ART_088,Bronze Horseman,1768,INDUSTRIAL,SCULPTURE,Q672444,40,http://www.wikidata.org/entity/Q672444,http://commons.wikimedia.org/wiki/Special:FilePath/00%202061%20Equestrian%20statue%20of%20Peter%20the%20Great%20-%20Constitutional%20Court%20%28St.%20Petersburg%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_088.tga
89,BONUS_ART_089,The Blue Boy,1770,INDUSTRIAL,PAINTING,Q604761,38,http://www.wikidata.org/entity/Q604761,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Gainsborough%20-%20The%20Blue%20Boy%20%28c.%201770%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_089.tga
90,BONUS_ART_090,The Oath of the Horatii,1784,INDUSTRIAL,PAINTING,Q476458,40,http://www.wikidata.org/entity/Q476458,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Serment%20des%20Horaces%20-%20Jacques-Louis%20David%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203692%20%3B%20MR%201432.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_090.tga
91,BONUS_ART_091,The Death of Socrates,1787,INDUSTRIAL,PAINTING,Q1752990,49,http://www.wikidata.org/entity/Q1752990,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Death%20of%20Socrates%20MET%20DP-13139-001.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_091.tga
92,BONUS_ART_092,The Death of Marat,1793,INDUSTRIAL,PAINTING,Q636537,39,http://www.wikidata.org/entity/Q636537,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Marat%20assassinated%20-%20Google%20Art%20Project%202.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_092.tga
93,BONUS_ART_093,La maja desnuda,1795,INDUSTRIAL,PAINTING,Q152867,45,http://www.wikidata.org/entity/Q152867,http://commons.wikimedia.org/wiki/Special:FilePath/Maja%20desnuda%20%28museo%20del%20Prado%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_093.tga
94,BONUS_ART_094,The Coronation of Napoleon,1807,INDUSTRIAL,PAINTING,Q1231009,37,http://www.wikidata.org/entity/Q1231009,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Sacre%20de%20Napol%C3%A9on%20-%20Jacques-Louis%20David%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203699%20%3B%20MR%201437.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_094.tga
95,BONUS_ART_095,Grande Odalisque,1810,INDUSTRIAL,PAINTING,Q1978815,33,http://www.wikidata.org/entity/Q1978815,http://commons.wikimedia.org/wiki/Special:FilePath/La%20grande%20odalisque%20-%20Jean-Auguste%20Dominique%20Ingres%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%201158.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_095.tga
96,BONUS_ART_096,The Third of May 1808,1814,INDUSTRIAL,PAINTING,Q1091086,44,http://www.wikidata.org/entity/Q1091086,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20y%20Lucientes%20-%20Los%20fusilamientos%20del%20tres%20de%20mayo%20-%201814.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_096.tga
97,BONUS_ART_097,The Raft of the Medusa,1818,INDUSTRIAL,PAINTING,Q212616,47,http://www.wikidata.org/entity/Q212616,http://commons.wikimedia.org/wiki/Special:FilePath/JEAN%20LOUIS%20TH%C3%89ODORE%20G%C3%89RICAULT%20-%20La%20Balsa%20de%20la%20Medusa%20%28Museo%20del%20Louvre%2C%201818-19%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_097.tga
98,BONUS_ART_098,Wanderer above the Sea of Fog,1818,INDUSTRIAL,PAINTING,Q311243,47,http://www.wikidata.org/entity/Q311243,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%2C%20Caspar%20David%20-%20Wanderer%20%C3%BCber%20dem%20Nebelmeer.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_098.tga
99,BONUS_ART_099,Saturn Devouring His Son,1820,INDUSTRIAL,PAINTING,Q1150997,37,http://www.wikidata.org/entity/Q1150997,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%2C%20Saturno%20devorando%20a%20su%20hijo%20%281819-1823%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_099.tga
100,BONUS_ART_100,Liberty Leading the People,1830,INDUSTRIAL,PAINTING,Q29530,67,http://www.wikidata.org/entity/Q29530,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Libert%C3%A9%20guidant%20le%20peuple%20-%20Eug%C3%A8ne%20Delacroix%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%20129%20-%20apr%C3%A8s%20restauration%202024.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_100.tga
101,BONUS_ART_101,Nelson's Column,1840,INDUSTRIAL,SCULPTURE,Q842089,39,http://www.wikidata.org/entity/Q842089,http://commons.wikimedia.org/wiki/Special:FilePath/Nelson%27s%20Column%2C%20Trafalgar%20Square%2C%20London.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_101.tga
102,BONUS_ART_102,A Burial at Ornans,1841,INDUSTRIAL,PAINTING,Q540488,33,http://www.wikidata.org/entity/Q540488,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20A%20Burial%20at%20Ornans%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_102.tga
103,BONUS_ART_103,The Ninth Wave,1850,INDUSTRIAL,PAINTING,Q1070896,36,http://www.wikidata.org/entity/Q1070896,http://commons.wikimedia.org/wiki/Special:FilePath/Hovhannes%20Aivazovsky%20-%20The%20Ninth%20Wave%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_103.tga
104,BONUS_ART_104,Ophelia,1851,INDUSTRIAL,PAINTING,Q1065493,32,http://www.wikidata.org/entity/Q1065493,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Ophelia%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_104.tga
105,BONUS_ART_105,Luncheon on the Grass,1863,INDUSTRIAL,PAINTING,Q152509,43,http://www.wikidata.org/entity/Q152509,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Luncheon%20on%20the%20Grass%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_105.tga
106,BONUS_ART_106,Olympia,1863,INDUSTRIAL,PAINTING,Q737062,41,http://www.wikidata.org/entity/Q737062,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Olympia%20-%20Google%20Art%20Project%203.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_106.tga
107,BONUS_ART_107,L'Origine du monde,1866,INDUSTRIAL,PAINTING,Q334138,50,http://www.wikidata.org/entity/Q334138,http://commons.wikimedia.org/wiki/Special:FilePath/Origin-of-the-World.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_107.tga
108,BONUS_ART_108,Barge Haulers on the Volga,1870,INDUSTRIAL,PAINTING,Q175628,36,http://www.wikidata.org/entity/Q175628,http://commons.wikimedia.org/wiki/Special:FilePath/Ilya%20Repin%20-%20Barge%20Haulers%20on%20the%20Volga%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_108.tga
109,BONUS_ART_109,"Impression, Sunrise",1872,INDUSTRIAL,PAINTING,Q328523,51,http://www.wikidata.org/entity/Q328523,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20Impression%2C%20Sunrise.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_109.tga
110,BONUS_ART_110,Siegessäule,1873,INDUSTRIAL,SCULPTURE,Q154987,44,http://www.wikidata.org/entity/Q154987,http://commons.wikimedia.org/wiki/Special:FilePath/Siegessaeule%20Berlin09072023.png,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_110.tga
111,BONUS_ART_111,Bal du moulin de la Galette,1876,INDUSTRIAL,PAINTING,Q683274,42,http://www.wikidata.org/entity/Q683274,http://commons.wikimedia.org/wiki/Special:FilePath/Renoir%2C%20Pierre-Auguste%20-%20Dance%20at%20Le%20Moulin%20de%20la%20Galette%2C%201876.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_111.tga
112,BONUS_ART_112,A Bar at the Folies-Bergère Sharon,1882,INDUSTRIAL,PAINTING,Q1245354,38,http://www.wikidata.org/entity/Q1245354,http://commons.wikimedia.org/wiki/Special:FilePath/Un%20bar%20aux%20Folies-Berg%C3%A8re%20d%27E.%20Manet%20%28Fondation%20Vuitton%2C%20Paris%29%20%2833539037428%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_112.tga
113,BONUS_ART_113,A Sunday Afternoon on the Island of La Grande Jatte,1884,INDUSTRIAL,PAINTING,Q1044742,36,http://www.wikidata.org/entity/Q1044742,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Sunday%20on%20La%20Grande%20Jatte%2C%20Georges%20Seurat%2C%201884.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_113.tga
114,BONUS_ART_114,The Potato Eaters,1885,INDUSTRIAL,PAINTING,Q154469,52,http://www.wikidata.org/entity/Q154469,http://commons.wikimedia.org/wiki/Special:FilePath/Van-willem-vincent-gogh-die-kartoffelesser-03850.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_114.tga
115,BONUS_ART_115,Statue of Liberty,1886,INDUSTRIAL,SCULPTURE,Q9202,153,http://www.wikidata.org/entity/Q9202,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Liberty%207.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_115.tga
116,BONUS_ART_116,72 names on the Eiffel Tower,1887,INDUSTRIAL,SCULPTURE,Q162873,34,http://www.wikidata.org/entity/Q162873,http://commons.wikimedia.org/wiki/Special:FilePath/Broca%2C%20tour%20Eiffel%2C%20Paris%201.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_116.tga
117,BONUS_ART_117,Café Terrace at Night,1888,INDUSTRIAL,PAINTING,Q1025704,39,http://www.wikidata.org/entity/Q1025704,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20%281853-1890%29%20Caf%C3%A9terras%20bij%20nacht%20%28place%20du%20Forum%29%20Kr%C3%B6ller-M%C3%BCller%20Museum%20Otterlo%2023-8-2016%2013-35-40.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_117.tga
118,BONUS_ART_118,Starry Night Over the Rhone,1888,INDUSTRIAL,PAINTING,Q1464531,38,http://www.wikidata.org/entity/Q1464531,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Starry%20Night%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_118.tga
119,BONUS_ART_119,The Night Café,1888,INDUSTRIAL,PAINTING,Q674846,38,http://www.wikidata.org/entity/Q674846,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20076.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_119.tga
120,BONUS_ART_120,The Red Vineyard,1888,INDUSTRIAL,PAINTING,Q1926628,37,http://www.wikidata.org/entity/Q1926628,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Red%20Vineyard%20at%20Arles%20%281888%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_120.tga
121,BONUS_ART_121,The Yellow House,1888,INDUSTRIAL,PAINTING,Q2200610,37,http://www.wikidata.org/entity/Q2200610,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20The%20yellow%20house%20%28%27The%20street%27%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_121.tga
122,BONUS_ART_122,The Starry Night,1889,INDUSTRIAL,PAINTING,Q45585,76,http://www.wikidata.org/entity/Q45585,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Starry%20Night%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_122.tga
123,BONUS_ART_123,Irises,1889,INDUSTRIAL,PAINTING,Q2282256,43,http://www.wikidata.org/entity/Q2282256,http://commons.wikimedia.org/wiki/Special:FilePath/Irises-Vincent%20van%20Gogh.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_123.tga
124,BONUS_ART_124,Wheatfield with Crows,1890,INDUSTRIAL,PAINTING,Q634122,43,http://www.wikidata.org/entity/Q634122,http://commons.wikimedia.org/wiki/Special:FilePath/Korenveld%20met%20kraaien%20-%20s0149V1962%20-%20Van%20Gogh%20Museum.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_124.tga
125,BONUS_ART_125,The Church at Auvers,1890,INDUSTRIAL,PAINTING,Q1213917,37,http://www.wikidata.org/entity/Q1213917,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20The%20Church%20in%20Auvers-sur-Oise%2C%20View%20from%20the%20Chevet%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_125.tga
126,BONUS_ART_126,Reply of the Zaporozhian Cossacks,1891,INDUSTRIAL,PAINTING,Q478271,43,http://www.wikidata.org/entity/Q478271,http://commons.wikimedia.org/wiki/Special:FilePath/Ilja%20Jefimowitsch%20Repin%20-%20Reply%20of%20the%20Zaporozhian%20Cossacks%20-%20Yorck.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_126.tga
127,BONUS_ART_127,Jet d'Eau,1891,INDUSTRIAL,SCULPTURE,Q684661,36,http://www.wikidata.org/entity/Q684661,http://commons.wikimedia.org/wiki/Special:FilePath/Jet%20d%27eau%20de%20Gen%C3%A8ve%20%28swiss%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_127.tga
128,BONUS_ART_128,Where Do We Come From? What Are We? Where Are We Going?,1897,INDUSTRIAL,PAINTING,Q890678,33,http://www.wikidata.org/entity/Q890678,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20D%27ou%20venons-nous.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_128.tga
129,BONUS_ART_129,Judith I,1901,MODERN,PAINTING,Q2324643,23,http://www.wikidata.org/entity/Q2324643,http://commons.wikimedia.org/wiki/Special:FilePath/Judith%201%20%28cropped%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_129.tga
130,BONUS_ART_130,The Wounded Angel,1903,MODERN,PAINTING,Q471289,27,http://www.wikidata.org/entity/Q471289,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Wounded%20Angel%20-%20Hugo%20Simberg.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_130.tga
131,BONUS_ART_131,Havis Amanda,1906,MODERN,SCULPTURE,Q523268,28,http://www.wikidata.org/entity/Q523268,http://commons.wikimedia.org/wiki/Special:FilePath/%22Havis%20Amanda%22%2C%20la%20statue%20de%20la%20fontaine%20de%20Vallgren%20%28Helsinki%29%20%282744386193%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_131.tga
132,BONUS_ART_132,Les Grandes Baigneuses (The Large Bathers),1906,MODERN,PAINTING,Q2270938,22,http://www.wikidata.org/entity/Q2270938,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%2C%20French%20-%20The%20Large%20Bathers%20-%20Google%20Art%20Project.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_132.tga
133,BONUS_ART_133,The Kiss,1907,MODERN,PAINTING,Q698487,49,http://www.wikidata.org/entity/Q698487,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Kiss%20-%20Gustav%20Klimt%20-%20Google%20Cultural%20Institute.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_133.tga
134,BONUS_ART_134,Portrait of Adele Bloch-Bauer I,1907,MODERN,PAINTING,Q354396,35,http://www.wikidata.org/entity/Q354396,http://commons.wikimedia.org/wiki/Special:FilePath/Gustav%20Klimt%2C%201907%2C%20Adele%20Bloch-Bauer%20I%2C%20Neue%20Galerie%20New%20York.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_134.tga
135,BONUS_ART_135,Vigeland installation,1907,MODERN,SCULPTURE,Q7460945,28,http://www.wikidata.org/entity/Q7460945,http://commons.wikimedia.org/wiki/Special:FilePath/Sculptures%20near%20monolith%20in%20Vigeland%20Installation%20in%20Frogner%20Park%20in%20Oslo%20Norway.png,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_135.tga
136,BONUS_ART_136,Danaë,1907,MODERN,PAINTING,Q1445107,24,http://www.wikidata.org/entity/Q1445107,http://commons.wikimedia.org/wiki/Special:FilePath/Gustav%20Klimt%20010.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_136.tga
137,BONUS_ART_137,The Little Mermaid,1913,MODERN,SCULPTURE,Q214619,61,http://www.wikidata.org/entity/Q214619,http://commons.wikimedia.org/wiki/Special:FilePath/Petite%20sir%C3%A8ne%20de%20Copenhague%20%28conforme%20%C3%A0%20la%20loi%20danoise%29.JPG,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_137.tga
138,BONUS_ART_138,Black Square (1915),1915,MODERN,PAINTING,Q1170315,37,http://www.wikidata.org/entity/Q1170315,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9%20%D1%81%D1%83%D0%BF%D1%80%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B2%D0%B0%D0%B4%D1%80%D0%B0%D1%82.%201915.%20%D0%93%D0%A2%D0%93.png,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_138.tga
139,BONUS_ART_139,Fountain,1917,MODERN,SCULPTURE,Q1206847,30,http://www.wikidata.org/entity/Q1206847,http://commons.wikimedia.org/wiki/Special:FilePath/Duchamp%20Fountaine.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_139.tga
140,BONUS_ART_140,Christ the Redeemer,1920,MODERN,SCULPTURE,Q79961,93,http://www.wikidata.org/entity/Q79961,http://commons.wikimedia.org/wiki/Special:FilePath/Christ%20the%20Redeemer%20-%20Cristo%20Redentor.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_140.tga
141,BONUS_ART_141,Pobednik,1928,MODERN,SCULPTURE,Q1287997,22,http://www.wikidata.org/entity/Q1287997,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Victor%20-%20%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D0%BD%D0%B8%D0%BA%2001.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_141.tga
142,BONUS_ART_142,The Treachery of Images,1929,MODERN,PAINTING,Q1061035,32,http://www.wikidata.org/entity/Q1061035,http://commons.wikimedia.org/wiki/Special:FilePath/Magritte%20treachery.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_142.tga
143,BONUS_ART_143,Magic Fountain of Montjuïc,1929,MODERN,SCULPTURE,Q1414600,24,http://www.wikidata.org/entity/Q1414600,http://commons.wikimedia.org/wiki/Special:FilePath/La%20font%20de%20Montju%C3%AFc%20amb%20Collserola%20al%20fons.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_143.tga
144,BONUS_ART_144,American Gothic,1930,MODERN,PAINTING,Q464782,44,http://www.wikidata.org/entity/Q464782,http://commons.wikimedia.org/wiki/Special:FilePath/Grant%20Wood%20-%20American%20Gothic%20%281930%29.jpg,Art/Interface/Buttons/Resources/ArtMasterpieces/ART_144.tga
